id,description,ratingCategory
2030,"
Well-defined flavors and clean on the palate. Wood is the driving influence here, showing plenty of dried spice throughout with a dry, resinous finish. The spice notes are accompanied by a layer of caramel, dried spice (vanilla, cinnamon, nutmeg), and subtle orchard fruits. The dry oak notes overstay their welcome for balance. Otherwise, it’s a very pleasant whiskey. Price per 375 ml.

 ",1
2390,"
This is the first release in the distillery’s new core range for the U.S. After primary maturation in bourbon barrels, the 10 year old whisky undergoes a sherry cask finish. Orange marmalade, pine nuts, white pepper, and very subtle smokiness on the nose. The palate majors in overripe Jaffa oranges, ginger, and milk chocolate. The milk chocolate darkens in the medium-length finish, with coffee grounds and warming spice.",1
736,"
No doubt about the sherry finish here: Toblerone, brown sugar, raisins, Fig Newtons, and hazelnuts on the nose, along with a hint of sulfur. The palate is oak-driven and chocolaty, with dried figs, raisins, cherries, blueberries, candied ginger, cloves, black pepper, and almonds. A supple, moreish finish with dark chocolate and lengthy polished oak. From the same undisclosed distillery as Kirkland’s 18 year old. (Costco)",1
2641,"
This expression from the Campbeltown distillery of Springbank was distilled in April 2000, matured for six years in refill bourbon barrels, and then for another six years in Calvados casks. The outturn was 9,420 bottles. Toffee apples dipped in soft spices on the nose, with a follow through of vanilla. Quite viscous on the palate, with white wine, red peppers, and cinnamon, along with a tang of peat. Lime marmalade and a touch more peat in the relatively dry finish.  ",1
3960,"
The key smoke characteristic here comes from kilning the barley over beechwood. The resultant aromas conjure up sweet mash, charcoal sticks, slabs of fish from the smoker, and dilapidated casks warming in the sunshine by the shoreline. It’s been matured for over 3 years in French Limousin oak, and the taste runs sweet with peach, nectarine, and melon, through Seville orange, to mixed peel and taffy candy. A finish of dried fruits, with lingering smoke in the tail. €48",0
10,"
Captivating, enticing, and wonderfully charming, this first blended malt from Chivas Regal contains selections of five Speyside malts: Strathisla, Longmorn, Tormore, Allt-a-Bhainne, and Braeval. Red apple, cherry, raspberry fudge, peach and mango fruit salad, dusting of cinnamon, and dry heather sprigs. In essence, it’s rich and satisfying, with dark vanilla, apricot, Bourneville-covered Brazil nuts, and tangerine, smoothed over by caramel and wood spices, maltiness, and gingersnap biscuits. Quite heavenly. Editor's Choice",0
3109,"
Consummately blended from more than 30 different whiskies, this has chewy Highland toffee, freshly-baked banana muffins, shelled walnuts, and faint chocolate orange notes. A smooth, full mouthful of blossoming orange, thick malt, heather honey, dabs of espresso, and milk chocolate. The malty Horlicks flavors prevail to the end with some attractive, shimmering spices. Note the higher strength here, though the 45% malt content is consistent across the range.",1
3220,"
An uplifting nose of golden honey, linseed oil, vanilla, sanded oak, and wheat biscuits on this west coast grain. Neat, it is mouth drenching. Banana and ripe fruits are followed by juicy orange before a snarling pepper onslaught ensnares the tip of the tongue, igniting a glowing ball of white heat underneath. You can bask in this experience for minutes with each sip. Water emphasizes the oak and mellows the dram to the flavor of almond-sprinkled custard. (180 bottles)",1
1800,"
Distilled in 1999, this single malt was aged in refill American oak hogsheads and refill American oak barrels. Pineapple and walnuts figure on the early nose, which becomes more floral, ultimately offering violets. The palate is full and fruity, majoring in peaches in syrup, with new-mown hay and white pepper. Nicely balanced and rounded, with buttery notes emerging. The finish dries slowly, with subtle licorice.",1
1614,"
The replacement to Four Roses “Mariage” limited editions, which were a marriage of two different whiskey formulas. This new whiskey contains three of Four Roses’ ten different recipes. It tastes older and more mature than the standard Small Batch bottling—there’s a lot more oak dryness and spice, especially on the finish. Along with the oak, there’s plenty of fruit, too (citrus, pineapple, apricot, papaya), plus caramel-coated nuts, a kiss of honeyed vanilla, and complex dried spice (cocoa, nutmeg, cinnamon) kicking in on the finish. (Available September, 2010.) ",1
734,"
A captivating nose presents hints of polished leather shoes and clean oak. Less sweet than expected, Entrapment goes straight to long-evolved high esters, dried figs and dates, green fruits, and soaring fruity floral notes. Its spicy finish lasts forever. This very complex and tightly integrated whisky has all the woody, acetone-like glories of long-aged scotches. Then finally, some barley sugar, but only after sitting long in the glass.",1
3148,"
The new, elder sibling to the standard Bulleit. It shows the Bulleit personality, but it’s deeper and drier on the nose and palate (as would be expected), with more oak, dried orchard fruit, and dark berried fruit, along with a hint of barrel char, leather, vanilla powder, and a dusting of cinnamon. I’d save this as a postprandial bourbon, and opt for the standard Bulleit as an aperitif. ",1
1187,"
Darkest now has an age statement of 15 years old. This new release is an improvement from the original Darkest, both of which are succulently sherried. It is fuller in flavor and more visceral, in both the nose and palate. These differences are subtle, but positive. Notes of lush fruit, raisin, pot-still rum, and Heath bars. Citrus and wood spices emerge, along with burning peat embers that linger on the finish. Nicely done. 
",1
300,"
Elegant and supple, as befits a whiskey aged 11 years. The maturity shows on the nose, which has Concord grape skins, leather, sassafras, iced tea, chocolate, pecans, and varnish. Big dark fruit flavors, cola spices, ginger, cooked cherries, dark chocolate, and generous oak; a touch of water brings out pecans. The lengthy finish draws out cola, dark chocolate, leather, and pepper. Sip slowly; it continues to evolve in the glass. (13,200 bottles) Collectibles",1
3771,"
Some single malts just suit specific cask types. Such is the case with Bunnahabhain and sherry. The spirit has a soft and nutty undertow, plus a gingery note that is given weight and depth by the cask. Amontillado, with its nuttier character, is an ideal bridge between the two. This shows surprising maturity with more oxidized and mulch aromas alongside coffee grounds, and a character that’s drifting into meaty. Brooding, medium-bodied, slightly dry…but the price? Ouch! (Fèis Ìle 2016, 250 bottles) £250",0
2824,"
One part whisky from 40-liter sherry casks, using peated and unpeated batches, to three parts peated whisky aged in regular bourbon casks. Damp peat smoke, mint toffees, and a savory note on the nose, with a distinct mintiness continuing on the palate. A hot, smoky core is chaperoned with flavors of dry banana, vanilla essence, and white plums, developing a late creamy texture and a fresh minty finish. Surely, this will be approved by dentists everywhere? 837 SEK",1
2342,"
Treacle tarts, black bun, and polished antique furniture, with fainter accents of dark chocolate, espresso, and delicate smoke flowing freely from the glass. Densely structured palate. Initially, chocolate-coated coffee beans, then it blossoms into dried fig, date, with a developing deep, tangy chocolate orange note, fading to dusty cocoa like the memory of a warm embrace. Not to be confused with Cutty Sark, this Storm is bottled by the Whisky Shack Company.",1
153,"
Buffalo Trace distilled a wheated bourbon and aged barrels from the same distillation date on three different floors (1, 5 and 9) for 12 ½ years to see what the differences would be. This is similar to an experiment they conducted last year using a rye mashbill bourbon. As you will see, the higher the floor, the more intense the flavors, and the greater the wood influence.

Nicely balanced flavors, and complex. Spices dance on the palate (cinnamon, clove, nutmeg), balanced by underlying caramel and butterscotch, and subtle honeyed orchard fruit. Lingering, well-rounded finish. A fabulous wheated bourbon!  Price is per 375 ml. Editor's Choice.",1
