id,author,description,price,ratingValue,pert_alcohol,category
4049,Dave Broom,"The lightness of the hue suggests a very slow maturation in refill casks, and while I tried hard to get to grips with this, I found the nose simply too discreet. There’s a hint of the burning bonfire which indicates the subtle smoke that underpins Cragganmore; there’s even some parma violet, dried berries, and a hint of sulfur.
The palate picks things up a little, showing ferns, wet moss, Oolong tea, and dried apple, as well as citrus and — surprisingly — some just-lit cigar fuminess. It’s all rather understated, however. This is one of my top distilleries, but compared to the recent Special Releases and magnificent Friends of the Classic Malts bottlings, this is slightly underwhelming.",205.0,77,56.0,1.0
4053,John Hansell,"Nice to see Arran making it to 12 years old. Creamy on the palate and soothing in nature, with layers of sweetness (maple and butterscotch syrup, vanilla cream) and fruit (caramel apple, fried banana). Soft, congenial finish. A low-level yet persistent nutty/burnt rubber note detracts from what would otherwise be a very fun, pleasantly sweet whisky. (Note: at the time of publication, the whisky was not yet available in the U.S. Price above is UK price, converted to dollars).",50.0,77,46.0,1.0
4054,John Hansell,"A very peculiar whisky. It’s interesting in some respects, with the thick, sweet Hungarian dessert wine fighting with damp peat smoke for attention. But it tastes a little disjointed, and a bit too youthful. With a few more years aging (before finishing in the Tokaji wine), the flavors should integrate and mature better. But as it is, this whisky is still “work in progress.”",50.0,77,45.0,1.0
4055,John Hansell,"This whisky comes from two bourbon casks, producing only 112 bottles. I believe it’s the most expensive Lowland whisky on the market. Unfortunately, its flavor doesn’t stand up to its price. While I applaud Morrison Bowmore's efforts to give us the opportunity to try such a mature expression of Auchentoshan, I feel that the whisky is past its prime. I wouldn't describe it as overly woody, like I have other whiskies that are 41 years old. Rather, I would describe it as overly funky. The whisky's aroma and flavor are very peculiar, with plenty of vegetal notes (cucumbers especially) combined with stewed fruit, golden raisins, rose petals, and spice (anise, clove). If it were $100 a bottle, I would suggest that you gather a few friends to chip in and buy a bottle, just for the experience. But at $2,000, I think we should leave this one for the collectors.",,77,40.3,1.0
4056,John Hansell,"The owners of Bunnahabhain are making a peated version of this normally unpeated Islay whisky to put in their peated blend, Black Bottle. But they have not yet put out, as a regular item, a peated expression of Bunnahabhain for purchase. However, some of the independent bottlers got their hands on some, and this might be the first one to be offered in the U.S. It’s what you would expect a 9 year old peated Bunnahabhain to taste like: toffee, vanilla fudge, and nuts (the Bunny signature), kiln peat smoke, and a bit too much youthfulness. It needs a few more years to mature to acceptable levels. (Bottled for Binny’s Beverage Depot.)",45.0,77,59.9,1.0
4057,Dominic Roskrow,"Light in body and flavor, but what’s there is well balanced and easy to drink. You’ll find notes of sweet corn, caramel coated nuts, mint, and soft citrus notes. There needs to be more of what’s already there and it needs to be more complex for me to score it in the 80s. The bourbon is designed to compete with the entry level Jack Daniels and, from a quality standpoint, it does.",22.0,77,45.0,2.0
4060,Fred Minnick,"With a mashbill of 70% corn, 10% malted wheat, 10% malted barley, and 10% honey malted barley, youth is evident, as ripe grains and wood initially dominate. Pepper, cherry, and raw clover honey appear mid-palate over wheat bread and creamed corn. A surprisingly medium-to-long finish gives a hint of caramel, suggesting more time in the barrel would create a better pour.",50.0,76,47.5,
4061,Jeffery Lindenmuth,"Aged in a combination of 25-gallon and 53-gallon barrels, Florida’s first bourbon since Prohibition is 16 to 28 months of age. The honor of being first comes with compromises—a youthful, spirited profile, with clear distillate lurking just beneath the heavy surface oak, dried fruit, and cocoa notes. Slightly hot, earthy, and leathery, with Robusta coffee and oak astringency on the finish.",50.0,76,46.9,3.0
4063,Fred Minnick,"Named after the Charter Oak tree from the 1800s, this brand offers decent value. Sweetness and grain come and go, with hints of baking soda and dandelions. Think cooked grains, in presentations like cornbread and fresh-baked rye bread. Unfortunately, this is too much of a one-trick pony, falling into those pronounced grains that don’t offer much more. But there’s no doubt about it: it’s worth the money. Remember, value.",17.0,76,40.0,2.0
4064,Geoffrey Kleinman,"With a mash featuring no less than six different kinds of malt and aged in four different barrels (two sherry, a bourbon, and heavy-char new American oak), there are lot of moving parts with this whiskey. A jammy, inviting nose features blackberry jam, raisin, apricot, and ginger. On the palate it’s a cacophonic mess: chocolate and peated malt clash and do battle to grab focus. Add some heavy char and sherry to the mix and it's a bloodbath.",70.0,76,46.0,3.0
4065,Gavin Smith,"Since a change of ownership in 2014, the Loch Lomond range has been revamped, with the previous blue and black label single malt variants being dropped in favor of this repackaged NAS expression. Farmyard aromas on the early nose, then emerging malt and caramel. Discreet oak. Rounded on the palate, with immediate citrus fruits, toffee, allspice, and a suggestion of smoke. Spices persist through a slightly citric, cerealy, medium-length finish.",40.0,76,40.0,1.0
4066,Geoffrey Kleinman,"Wood tannins are an interesting thing; used correctly, they can help create spice, depth, and complexity, as well as define a spirit's character. Unrestrained, tannins can wreak havoc. That’s what’s happened with this whiskey. Sharp, unfinished wood defines a nose that is raw in every sense. A thin entry struggles to present maple and caramel before a heavy blast of oak tannins decimates them. Those tannins define the rest of the taste experience, including a sour and bitter finish.",35.0,76,45.0,3.0
4068,Lew Bryson,"Light amber color; no age statement, not labeled as “straight whiskey.” Nose of spiced hard candies, wet oak, mint. Very hot mouth, thin body, muddled flavors of candy and wood. Quite young, with a hot, unpleasant finish. The unaged Lovell Bros. is both more enjoyable and more interesting.",28.0,76,43.0,
4073,Dave Broom,"Since Diageo has included Knockando in its Special Release program it seemed only right to reacquaint myself with the standard bottling. This is Speyside in its maltiest guise. The nose is reminiscent of breakfast cereal: Weetabix and bran flakes, with a whisper of vanilla. The palate is light and dusty, and you get the impression that the malt just wants to scuttle across the tongue and down the throat as quickly as possible. A shy wee mouse of a dram. £30",48.0,76,43.0,1.0
4075,John Hansell,"A generally sweet palate (a bit too sweet, actually), with vanilla, sweet corn, caramel, marzipan, candied fruit, and a suggestion of red and black licorice, peppered with cinnamon. Slightly harsh on the finish. I wish there was more to balance all the sweetness. (Perhaps some extra aging for some additional dry oak spiciness?)",17.0,76,45.0,
4078,Lew Bryson,"There's a medicinal, darkroom aroma right up front, and a dry graininess (with just a dusting of baker's chocolate) to the nose. It carries through in the mouth, with a faintly chemical astringency that takes away from the underlying corn sweetness. Very hot finish. Water helps bring more sweetness out a bit, but cuts some of the body out from under.",100.0,76,47.0,2.0
4081,Lew Bryson,"Made from 100% rye, but aged in wine casks. Distinctly pink tinge: rosé whiskey. Very young nose: rye grain, Starburst candies, and feinty vegetable notes along with the wine-oak. Thin, dry, reminiscent of a dry hay barn: dusty grain, warm wood planks, a bit medicinal. Aged 130 days, and tastes like it. Growing up in Pennsylvania, Highspire was a town we stayed out of. Good advice.",50.0,75,40.0,3.0
4083,Geoffrey Kleinman,"An oddball whiskey by all accounts, with a very high 72.2% of wheat in the mashbill, distillation on an old farmhouse cognac still, and aging in a little Oregon barn in 63-gallon new oak barrels. The result is a strange, disjointed whiskey that starts out pillow-soft with wheat and caramel, and then dramatically shifts to raw oak, nougat, and cinnamon stick. The flavors in Billy don’t integrate well: they're like a jazz band severely out of step.",35.0,75,43.5,3.0
4085,Davin de Kergommeaux,"Minnesota is a favored destination for Canadian vacationers from the prairies, and a hotbed for Canadian whisky. The Ellington Whisky Company calls Princeton (Minneapolis) home. Here, it bottles whiskies imported from Canada. Where from, exactly? A trade secret. Caramel, prune juice, ripe yellow fruits, and hints of cooked, buttery corn mute a dry, spirity nose. Peppery and spicy, it blends caramel, bitter lemon soda, sweet ginger, and orange Fanta. Canadian whisky unlike any found in Canada. But do add cola. C$11",11.0,75,40.0,4.0
4088,Dave Broom,"What a contrast with the standard bottling. Here we have Knockando in a hugely active cask and, sadly, its fragile character collapses under the assault. The nose is oily and sulphury with notes of sealing wax, Turkish tobacco, and maraschino. The palate is dry and tannic, the opposite of what is needed for a whisky that is nutty and dusty in the first place.",220.0,75,43.0,1.0
